Estado Matricula,Período,Año,Organización Jurídica,Categoría,Tamaño,Sector Agregado,Sector Actividad Económica,CIIU1,Personal Ocupado,Municipio,Zona,Barrio,Total Valor Activos,Total Valor Pasivos,Total Valor Patrimonio,Total Valor Ventas Netas
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4631 ** Comercio al por mayor de productos alimenticios,0,NEIVA,NORTE,PRIMAVERA BUGANVILES,70000000,0,70000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,TELLO,NORTE,VEREDA SIERRA DEL GRAMAL,800000,0,800000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,ERROR: #N/A,ERROR: #N/A,M7112 ** Actividades de ingeniería y otras actividades conexas de consultoría técnica,0,NEIVA,NORTE,ALTICO,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,LOS MARTIRES,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,LA PLATA,OCCIDENTE,CENTRO POBLADO GALLEGO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,LOS MARTIRES,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Industria,Industrias manufactureras,C2392 ** Fabricacion de materiales de arcilla para la construccion,0,TERUEL,NORTE,,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7911 ** Actividades de las agencias de viaje,0,VILLAVIEJA,NORTE,LA ESTRELLA,2600000,0,2600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,1,PITALITO,SUR,SOLARTE,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,NEIVA,NORTE,ALAMOS NORTE,2600000,0,2600000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4652 ** Comercio al por mayor de equipo  partes y piezas electronicos y de telecomunicaciones,0,NEIVA,NORTE,EL CENTRO,35000000,0,35000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H4923 ** Transporte de carga por carretera,1,PITALITO,SUR,VILLAS DE SAN ROQUE,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,0,NEIVA,NORTE,MINUTO DE DIOS,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,ALBERTO GALINDO,800000,0,800000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H5310 ** Actividades postales nacionales,0,ALTAMIRA,CENTRO,SAN JOSE,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3312 ** Mantenimiento y reparacion especializado de maquinaria y equipo,0,NEIVA,NORTE,EL CENTRO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,TESALIA,OCCIDENTE,VENECIA,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7410 ** Actividades especializadas de diseño,0,NEIVA,NORTE,ALTICO,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,1,GARZON,CENTRO,PTO ALEGRIA,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6120 ** Actividades de telecomunicaciones inalambricas,0,SUAZA,CENTRO,SIMON BOLIVAR,1200000,0,1200000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,NEIVA,NORTE,TIMANCO II ETAPA,1600000,0,1600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,NEIVA,NORTE,CANDIDO LEGUIZAMO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,YAGUARA,NORTE,VEREDA LETRAN,500000,0,500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7500 ** Actividades veterinarias,0,YAGUARA,NORTE,VEREDA JAGUAL,14900000,0,14900000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4799 ** Otros tipos de comercio al por menor no realizado en establecimientos  puestos de venta o mercados,1,PITALITO,SUR,LOS LAGOS,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,0,NEIVA,NORTE,PUERTAS DEL SOL,500000,0,500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1630 ** Fabricacion de partes y piezas de madera  de carpinteria y ebanisteria para la construccion,1,TARQUI,CENTRO,MAITO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,NEIVA,NORTE,TIMANCO II ETAPA,1600000,0,1600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,1,ISNOS,SUR,SAN FERNANDO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,ZONA INDUSTRIAL,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,MONSERRATE,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,NEIVA,NORTE,QUINTAS DE SAN LUIS,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5613 ** Expendio de comidas preparadas en cafeterias,0,AIPE,NORTE,CENTRO,1200000,0,1200000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H5310 ** Actividades postales nacionales,0,AGRADO,CENTRO,ROJAS GARRIDO,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,LA PLATA,OCCIDENTE,PAEZ,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,NEIVA,NORTE,MANZANARES,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,RIVERA,NORTE,LA ULLOA,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,LA PLATA,OCCIDENTE,PAEZ,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,BUGANVILES,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4631 ** Comercio al por mayor de productos alimenticios,0,NEIVA,NORTE,ZONA INDUSTRIAL,50000000,0,50000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0123 ** Cultivo de cafe,0,NEIVA,NORTE,VILLA CAROLINA,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5514 ** Alojamiento rural,2,ELIAS,SUR,AGUADAS,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,CORREGIMIENTO FORTALECILLAS,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8230 ** Organizacion de convenciones y eventos comerciales,1,PITALITO,SUR,SUCRE,25500000,0,25500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0322 ** Acuicultura de agua dulce,0,HOBO,NORTE,SAN PEDRO,50000000,0,50000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,1,RIVERA,NORTE,CHAPINERO,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,0,GARZON,CENTRO,PARAISO,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,1,SAN AGUSTIN,SUR,SAN JOSE,3800000,0,3800000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9512 ** Mantenimiento y reparacion de equipos de comunicacion,1,SUAZA,CENTRO,SIMON BOLIVAR,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5514 ** Alojamiento rural,3,GARZON,CENTRO,MONSERRATE,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4769 ** Comercio al por menor de otros articulos culturales y de entretenimiento n.c.p. en establecimientos especializados,0,NEIVA,NORTE,11 DE NOVIEMBRE,600000,0,600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,TARQUI,CENTRO,CENTRO,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NATAGA,OCCIDENTE,VEREDA LA ESMERALDA,3300000,0,3300000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1040 ** Elaboracion de productos lacteos,0,NEIVA,NORTE,EL CENTRO,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,LA ESPERANZA,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,0,RIVERA,NORTE,CENTRO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,NEIVA,NORTE,BUGANVILES,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4111 ** Construccion de edificios residenciales,0,NEIVA,NORTE,VILLA CECILIA,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,JOSE EUSTACIO RIVERA,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,1,OPORAPA,SUR,EL CENTRO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,0,SALADOBLANCO,SUR,OBRERO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,LA PLATA,OCCIDENTE,PAEZ,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,LOS GUADUALES,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,1,AGRADO,CENTRO,EL CENTRO,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,CALAMARI,1600000,0,1600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,NEIVA,NORTE,TIMANCO I ETAPA,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,SUAZA,CENTRO,LA VEGUITA,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,TIMANCO II ETAPA,1700000,0,1700000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,1,PITALITO,SUR,CORREGIMIENTO GUACACALLO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,1,TELLO,NORTE,CENTRO,1600000,0,1600000,5000000
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,CARLOS PIZARRO,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,YAGUARA,NORTE,CIUDADELA SAN PEDRO I ETAPA,1700000,0,1700000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Industria,Industrias manufactureras,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,0,NEIVA,NORTE,CANDIDO LEGUIZAMO,80000000,0,80000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,PALERMO,NORTE,FATIMA,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,CANAIMA,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,CONJUNTO RESIDENCIAL YAHAIRA,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,TERRAZAS DE ALGARROBO,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,EDUARDO SANTOS,1700000,0,1700000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,LA PLATA,OCCIDENTE,SAN RAFAEL,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,0,NEIVA,NORTE,FRONTERAS DEL MILENIO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9602 ** Peluqueria y otros tratamientos de belleza,0,NEIVA,NORTE,TIMANCO II ETAPA,8000000,0,8000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7020 ** Actividades de consultoria de gestion,0,NEIVA,NORTE,SAN PEDRO,2100000,0,2100000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,1,PITALITO,SUR,CALAMO,50000000,0,50000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,2,AIPE,NORTE,SAN MARTIN,1900000,1900000,0,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil,0,NEIVA,NORTE,NEIVAYA,400000,0,400000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil,0,NEIVA,NORTE,LAS PALMAS,800000,0,800000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4791 ** Comercio al por menor realizado a traves de internet,0,NEIVA,NORTE,CANAIMA,20000000,0,20000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,CAMPOALEGRE,NORTE,CENTRO,7000000,0,7000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,TESALIA,OCCIDENTE,SAN MARTIN,6000000,0,6000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C2511 ** Fabricacion de productos metalicos para uso estructural,1,AGRADO,CENTRO,MANIZALES,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,1,PITALITO,SUR,CENTRO,3210000,0,3210000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,CANDIDO LEGUIZAMO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4690 ** Comercio al por mayor no especializado,0,NEIVA,NORTE,EL LIMONAR,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1030 ** Elaboracion de aceites y grasas de origen vegetal y animal,0,NEIVA,NORTE,VILLA ROSA,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4321 ** Instalaciones electricas,0,NEIVA,NORTE,GUALANDAY,6000000,0,6000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,PALERMO,NORTE,ZONA INDUSTRIAL,7220000,0,7220000,1000000
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3110 ** Fabricacion de muebles,0,LA PLATA,OCCIDENTE,LA POLA,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,AIPE,NORTE,PALMITA,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,0,NEIVA,NORTE,LOS CAMBULOS,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4210 ** Construccion de carreteras y vias de ferrocarril,0,LA PLATA,OCCIDENTE,VILLA MARIA,13000000,0,13000000,0
Constituciones,2° Trimestre,2021,Sociedad Limitada,Principal,Micro,Servicios,Actividades financieras y de seguros,K6621 ** Actividades de agentes y corredores de seguros,0,NEIVA,NORTE,GUALANDAY,12000000,0,12000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NATAGA,OCCIDENTE,COLINAS DE LAS MERCEDES,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4645 ** Comercio al por mayor de productos farmaceuticos  medicinales  cosmeticos y de tocador,0,PITALITO,SUR,SUCRE,50000000,0,50000000,0
